DATE,SHIFTS,MC GM-1,MC GM-2,MC GM-3,MC GM-4,MC GM-5,MC GM-6,MC NL-1,MC NL-2,Upcoming.
"08, Sunday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Sunday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Sunday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"09, Monday, Jun 2025",SHIFT-1,33901,33441,35131,35627,37231,37049,NO PLANNING,35718,FALSE
"09, Monday, Jun 2025",SHIFT-2,33901,33441,35131,35627,37231,37049,NO PLANNING,35718,FALSE
"09, Monday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"10, Tuesday, Jun 2025",SHIFT-1,33901,33441,35131,35627,35778,37049,35627,35718,FALSE
"10, Tuesday, Jun 2025",SHIFT-2,33901,33441,35131,35627,35778,37049,35627,35718,FALSE
"10, Tuesday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"11, Wednesday, Jun 2025",SHIFT-1,33901,33441,35131,35627,35778,37049,35627,35718,FALSE
"11, Wednesday, Jun 2025",SHIFT-2,33901,33441,35131,35627,35778,37049,35627,35718,FALSE
"11, Wednesday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Thursday, Jun 2025",SHIFT-1,33901,33441,35131,35627,35778,37049,35627,35718,FALSE
"12, Thursday, Jun 2025",SHIFT-2,33901,33441,35131,35627,35778,37049,35627,35718,FALSE
"12, Thursday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Friday, Jun 2025",SHIFT-1,35627,36900,35131,35627,35778,37049,35627,35718,FALSE
"13, Friday, Jun 2025",SHIFT-2,35627,36900,35131,35627,35778,37049,35627,35718,FALSE
"13, Friday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Saturday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Saturday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Saturday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Sunday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Sunday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Sunday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"16, Monday, Jun 2025",SHIFT-1,35627,36900,35131,35627,35778,35781,35627,35718,FALSE
"16, Monday, Jun 2025",SHIFT-2,35627,36900,35131,35627,35778,35781,35627,35718,FALSE
"16, Monday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"17, Tuesday, Jun 2025",SHIFT-1,35627,36900,35131,37261,35778,35781,35627,35718,FALSE
"17, Tuesday, Jun 2025",SHIFT-2,35627,36900,35131,37261,35778,35781,35627,35718,FALSE
"17, Tuesday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,37261,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"18, Wednesday, Jun 2025",SHIFT-1,35627,36900,35131,37261,35778,35781,35627,35718,FALSE
"18, Wednesday, Jun 2025",SHIFT-2,35627,36900,35131,37261,35778,35781,35627,35718,FALSE
"18, Wednesday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,37261,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Thursday, Jun 2025",SHIFT-1,35627,36900,35131,36784,35778,35227,35627,35718,FALSE
"19, Thursday, Jun 2025",SHIFT-2,35627,36900,35131,36784,35778,35227,35627,35718,FALSE
"19, Thursday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Friday, Jun 2025",SHIFT-1,35627,36900,35131,36784,35778,35227,35627,35718,FALSE
"20, Friday, Jun 2025",SHIFT-2,35627,36900,35131,36784,35778,35227,35627,35718,FALSE
"20, Friday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Saturday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Saturday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Saturday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Sunday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Sunday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Sunday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"23, Monday, Jun 2025",SHIFT-1,35627,36900,35131,37261,35778,35227,35627,35718,FALSE
"23, Monday, Jun 2025",SHIFT-2,35627,36900,35131,37261,35778,35227,35627,35718,FALSE
"23, Monday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,37261,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"24, Tuesday, Jun 2025",SHIFT-1,35627,36900,37105,37261,35778,35227,36900,35718,FALSE
"24, Tuesday, Jun 2025",SHIFT-2,35627,36900,37105,37261,35778,35227,36900,35718,FALSE
"24, Tuesday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,37261,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"25, Wednesday, Jun 2025",SHIFT-1,35627,37248,37105,35408,35778,35227,36900,35718,FALSE
"25, Wednesday, Jun 2025",SHIFT-2,35627,37248,37105,35408,35778,35227,36900,35718,FALSE
"25, Wednesday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35408,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Thursday, Jun 2025",SHIFT-1,35627,37248,37105,35408,35778,35227,36900,35718,FALSE
"26, Thursday, Jun 2025",SHIFT-2,35627,37248,37105,35408,35778,35227,36900,35718,FALSE
"26, Thursday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35408,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Friday, Jun 2025",SHIFT-1,35627,37248,37105,35408,35778,34394,36900,35718,FALSE
"27, Friday, Jun 2025",SHIFT-2,35627,37248,37105,35408,35778,34394,36900,35718,FALSE
"27, Friday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35408,35778,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Saturday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Saturday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Saturday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Sunday, Jun 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Sunday, Jun 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Sunday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"30, Monday, Jun 2025",SHIFT-1,35627,37106,37105,35408,37231,34394,36900,35718,FALSE
"30, Monday, Jun 2025",SHIFT-2,35627,37106,37105,35408,37231,34394,36900,35718,FALSE
"30, Monday, Jun 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35408,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"01, Tuesday, Jul 2025",SHIFT-1,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"01, Tuesday, Jul 2025",SHIFT-2,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"01, Tuesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Wednesday, Jul 2025",SHIFT-1,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"02, Wednesday, Jul 2025",SHIFT-2,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"02, Wednesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Thursday, Jul 2025",SHIFT-1,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"03, Thursday, Jul 2025",SHIFT-2,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"03, Thursday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"04, Friday, Jul 2025",SHIFT-1,35627,37106,37105,36784,37231,NO PLANNING,36900,35718,FALSE
"04, Friday, Jul 2025",SHIFT-2,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"04, Friday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Saturday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Saturday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Saturday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Sunday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Sunday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Sunday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"07, Monday, Jul 2025",SHIFT-1,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"07, Monday, Jul 2025",SHIFT-2,35627,37106,37105,36784,37231,34394,36900,35718,FALSE
"07, Monday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Tuesday, Jul 2025",SHIFT-1,35627,37106,35131,36784,37231,34394,36900,35718,FALSE
"08, Tuesday, Jul 2025",SHIFT-2,35627,37106,35131,36784,37231,34394,36900,35718,FALSE
"08, Tuesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,37231,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"09, Wednesday, Jul 2025",SHIFT-1,35627,37106,35131,36784,35720,34394,36900,35718,FALSE
"09, Wednesday, Jul 2025",SHIFT-2,35627,37106,35131,36784,35720,34394,36900,35718,FALSE
"09, Wednesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35720,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"10, Thursday, Jul 2025",SHIFT-1,35627,37106,35131,36784,35720,34394,36900,35718,FALSE
"10, Thursday, Jul 2025",SHIFT-2,35627,37106,35131,36784,35720,34394,36900,35718,FALSE
"10, Thursday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35720,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"11, Friday, Jul 2025",SHIFT-1,35627,SIZE CHANGEOVER,35131,36784,35720,34394,36900,35718,FALSE
"11, Friday, Jul 2025",SHIFT-2,35627,SIZE CHANGEOVER,35131,36784,35720,34394,36900,35718,FALSE
"11, Friday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35720,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Saturday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Saturday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"12, Saturday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Sunday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Sunday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"13, Sunday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"14, Monday, Jul 2025",SHIFT-1,PUBLIC OFF,PUBLIC OFF,PUBLIC OFF,PUBLIC OFF,PUBLIC OFF,34394,PUBLIC OFF,35718,FALSE
"14, Monday, Jul 2025",SHIFT-2,PUBLIC OFF,PUBLIC OFF,PUBLIC OFF,PUBLIC OFF,PUBLIC OFF,34394,PUBLIC OFF,35718,FALSE
"14, Monday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,PUBLIC OFF,PUBLIC OFF,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"15, Tuesday, Jul 2025",SHIFT-1,35627,37382,35131,36784,35720,34394,35680,35718,FALSE
"15, Tuesday, Jul 2025",SHIFT-2,35627,37382,35131,36784,35720,34394,35680,35718,FALSE
"15, Tuesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35720,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"16, Wednesday, Jul 2025",SHIFT-1,35627,37382,35131,36784,35720,34394,35680,35718,FALSE
"16, Wednesday, Jul 2025",SHIFT-2,35627,37382,35131,36784,35720,34394,35680,35718,FALSE
"16, Wednesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,35720,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"17, Thursday, Jul 2025",SHIFT-1,35627,37382,35131,36784,33901,34394,35680,35718,FALSE
"17, Thursday, Jul 2025",SHIFT-2,35627,37382,35131,36784,33901,34394,35680,35718,FALSE
"17, Thursday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"18, Friday, Jul 2025",SHIFT-1,35627,37382,35131,36784,33901,34394,35680,35718,FALSE
"18, Friday, Jul 2025",SHIFT-2,35627,37382,35131,36784,33901,34394,35680,35718,FALSE
"18, Friday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36784,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Saturday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Saturday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"19, Saturday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Sunday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Sunday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"20, Sunday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"21, Monday, Jul 2025",SHIFT-1,35627,37382,35131,SIZE CHANGEOVER,33901,34394,35680,35718,FALSE
"21, Monday, Jul 2025",SHIFT-2,35627,37382,35131,SIZE CHANGEOVER,33901,34394,35680,35718,FALSE
"21, Monday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,SIZE CHANGEOVER,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"22, Tuesday, Jul 2025",SHIFT-1,35627,37382,35131,36860,33901,34394,35680,35718,FALSE
"22, Tuesday, Jul 2025",SHIFT-2,35627,37382,35131,36860,33901,34394,35680,35718,FALSE
"22, Tuesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36860,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"23, Wednesday, Jul 2025",SHIFT-1,35627,37382,35131,36860,33901,34394,35680,35718,FALSE
"23, Wednesday, Jul 2025",SHIFT-2,35627,37382,35131,36860,33901,34394,35680,35718,FALSE
"23, Wednesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,36860,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"24, Thursday, Jul 2025",SHIFT-1,35627,37382,35131,35627,33901,34394,35680,35718,FALSE
"24, Thursday, Jul 2025",SHIFT-2,35627,37382,35131,35627,33901,34394,35680,35718,FALSE
"24, Thursday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"25, Friday, Jul 2025",SHIFT-1,35627,37382,35131,35627,33901,34394,35680,35718,FALSE
"25, Friday, Jul 2025",SHIFT-2,35627,37382,35131,35627,33901,34394,35680,35718,FALSE
"25, Friday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,33901,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Saturday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Saturday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"26, Saturday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Sunday, Jul 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Sunday, Jul 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"27, Sunday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"28, Monday, Jul 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"28, Monday, Jul 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"28, Monday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"29, Tuesday, Jul 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"29, Tuesday, Jul 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"29, Tuesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"30, Wednesday, Jul 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"30, Wednesday, Jul 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"30, Wednesday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"31, Thursday, Jul 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"31, Thursday, Jul 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"31, Thursday, Jul 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"01, Friday, Aug 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"01, Friday, Aug 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"01, Friday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Saturday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Saturday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"02, Saturday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Sunday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Sunday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"03, Sunday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"04, Monday, Aug 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"04, Monday, Aug 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"04, Monday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"05, Tuesday, Aug 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"05, Tuesday, Aug 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"05, Tuesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"06, Wednesday, Aug 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"06, Wednesday, Aug 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"06, Wednesday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"07, Thursday, Aug 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"07, Thursday, Aug 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"07, Thursday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"08, Friday, Aug 2025",SHIFT-1,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"08, Friday, Aug 2025",SHIFT-2,35627,37382,35131,35627,NO PLANNING,NO PLANNING,35680,35718,FALSE
"08, Friday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,35627,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"09, Saturday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"09, Saturday, Aug 2025",SHIFT-2,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"09, Saturday, Aug 2025",SHIFT-3,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
"10, Sunday, Aug 2025",SHIFT-1,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,NO PLANNING,FALSE
